n,k,method,total_time_init_candidates_set,total_time_update_bounds,total_time_compute_pdf,total_time_determine_next_question,total_time_llm_response,total_time,api_calls
1000,2,Naive,,,,,,5473.418241286932,9568
1000,2,Max_Prob,0.0008556842803955078,0.0005898475646972656,0.724372148513794,0.0012524127960205078,576.0398007738281,576.766870866983,1012
1000,4,Naive,,,,,,45524.881374247576,79500
1000,4,Max_Prob,0.0012884140014648438,0.029470205307006836,22.46371078491211,0.3174126148223877,922.652858801378,945.464740820421,1614
1000,6,Naive,,,,,,56781.45475639534,98991
1000,6,Max_Prob,0.0015797615051269531,0.5084178447723389,1349.0376334190369,32.71317410469055,3696.7367110489668,5078.997516178972,6487
1000,8,Naive,,,,,,63653.961293498316,110749
1000,8,Max_Prob,0.0017402172088623047,1.122718095779419,3017.1790721416473,100.85222625732422,6673.445836847903,9792.601593559863,11692
1000,10,Naive,,,,,,70157.3134355904,121504
1000,10,Max_Prob,0.024772167205810547,2.8735337257385254,8384.388869524002,2396.7190186977386,14204.65645886838,24988.662652983065,24920
1000,2,Greedy,0,0.005344390869140625,0,0.00118255615234375,589.2477999999992,589.2543269470207,1029
1000,4,Greedy,0,0.10809111595153809,0,0.06744074821472168,2980.653031,2980.828563,5196
1000,6,Greedy,0,0.1838672161102295,0,0.36634373664855957,8420.653653,8421.203864,14693
1000,8,Greedy,0,0.3731882572174072,0,2.104806900024414,13170.287346,13172.765342,22952
1000,10,Greedy,0,0.5612783432006836,0,4.549870014190674,22981.458164,22986.569313,40083
